lat,lon,city,street,housenumber,postcode
52.4775855,16.7674989,Poznań,Admiralska,59,
52.4738288,16.7642971,Poznań,Bojerowa,59,
52.4738198,16.7649780,Poznań,Fregatowa,6,
52.4758431,16.7680715,Poznań,Kapitańska,6,
52.4744332,16.7683292,Poznań,Karawelowa,6,
52.4766013,16.7687556,Poznań,Komandorska,6,
52.4740542,16.7655242,Poznań,Korwetowa,6,
52.4777408,16.7701097,Poznań,Retmańska,6,
52.4743947,16.7663833,Poznań,Szkunerowa,6,
52.4738500,16.7705957,Poznań,Wilków Morskich,60,60-480
52.4775890,16.7683524,Poznań,Admiralska,62,
52.4737892,16.7704836,Poznań,Wilków Morskich,62,60-480
52.4779371,16.7673271,Poznań,Podjazdowa,63,60-480
52.4776518,16.7680758,Poznań,Admiralska,64,
52.4737041,16.7703826,Poznań,Wilków Morskich,64,60-480
52.4777030,16.7678930,Poznań,Admiralska,64a,
52.4735837,16.7702178,Poznań,Wilków Morskich,66,60-480
52.4779244,16.7657200,Poznań,Podjazdowa,67,60-480
52.4735618,16.7700566,Poznań,Wilków Morskich,68,60-480
52.4738445,16.7653769,Poznań,Fregatowa,7,
52.4756757,16.7676709,Poznań,Kapitańska,7,
52.4740966,16.7686079,Poznań,Karawelowa,7,
52.4764440,16.7682580,Poznań,Komandorska,7,
52.4738909,16.7662289,Poznań,Korwetowa,7,
52.4740967,16.7679257,Poznań,Morska,7,
52.4741189,16.7703694,Poznań,Okrętowa,7,
52.4749846,16.7706233,Poznań,Regatowa,7,
52.4742551,16.7661069,Poznań,Szkunerowa,7,
52.4743000,16.7692341,Poznań,Szkutnicza,7,
52.4744946,16.7655861,Poznań,Żaglowa,7,
52.4734988,16.7698070,Poznań,Wilków Morskich,70,60-480
52.4778706,16.7645463,Poznań,Podjazdowa,71,60-480
52.4734232,16.7695765,Poznań,Wilków Morskich,72,60-480
52.4734019,16.7694135,Poznań,Wilków Morskich,74,60-480
52.4734161,16.7691566,Poznań,Wilków Morskich,76,60-480
52.4758612,16.7677943,Poznań,Kapitańska,8,
52.4743280,16.7684181,Poznań,Karawelowa,8,
52.4767284,16.7685141,Poznań,Komandorska,8,
52.4739288,16.7656512,Poznań,Korwetowa,8,
52.4742886,16.7665256,Poznań,Szkunerowa,8,
52.4741853,16.7692399,Poznań,Szkutnicza,8,
52.4743369,16.7658788,Poznań,Żaglowa,8,
52.4731510,16.7675914,Poznań,Wilków Morskich,82,60-480
52.4731485,16.7672358,Poznań,Wilków Morskich,84,60-480
52.4755650,16.7704773,Poznań,Bosmańska,9,
52.4753890,16.7673101,Poznań,Kapitańska,9,
52.4737538,16.7665784,Poznań,Korwetowa,9,
52.4740665,16.7679233,Poznań,Morska,9,
52.4740338,16.7703419,Poznań,Okrętowa,9,
52.4750450,16.7703323,Poznań,Regatowa,9,
52.4741682,16.7662097,Poznań,Szkunerowa,9,
52.4742768,16.7694448,Poznań,Szkutnicza,9,
52.4744567,16.7657557,Poznań,Żaglowa,9,
52.4731234,16.7665173,Poznań,Wilków Morskich,90,60-480
52.4764930,16.7692732,Poznań,Retmańska,20A,60-480
52.4766070,16.7662458,Poznań,Bojerowa,16,60-480
52.4767722,16.7663555,Poznań,Bojerowa,14,60-480
52.4773757,16.7658778,Poznań,Szalupowa,6,60-480
52.4771870,16.7656841,Poznań,Szalupowa,5,60-480
52.4766031,16.7655873,Poznań,Cumownicza,4,60-480
52.4766916,16.7652677,Poznań,Cumownicza,6,60-480
52.4777794,16.7676453,Poznań,Admiralska,66,60-480
52.4778369,16.7662933,Poznań,Podjazdowa,65B,60-480
52.4766400,16.7644847,Poznań,Cumownicza,9,60-480
52.4746836,16.7679210,Poznań,Regatowa,34,60-480
52.4746802,16.7680466,Poznań,Regatowa,32,60-480
52.4771916,16.7642067,Poznań,Cumownicza,12A,60-480
52.4771702,16.7667471,Poznań,Bojerowa,10,60-480
52.4777035,16.7671490,Poznań,Bojerowa,4,60-480
52.4755343,16.7644880,Poznań,Cumownicza,5A,60-480
52.4757198,16.7646435,Poznań,Cumownicza,5,60-480
52.4758785,16.7647960,Poznań,Cumownicza,3B,60-480
52.4760353,16.7649244,Poznań,Cumownicza,3A,60-480
52.4762066,16.7650323,Poznań,Cumownicza,3,60-480
52.4764245,16.7651972,Poznań,Cumownicza,1B,60-480
52.4763262,16.7655342,Poznań,Cumownicza,1A,60-480
52.4754541,16.7652960,Poznań,Bojerowa,26,60-480
52.4756581,16.7654539,Poznań,Bojerowa,24,60-480
52.4758189,16.7655857,Poznań,Bojerowa,22,60-480
52.4759797,16.7657137,Poznań,Bojerowa,20,60-480
52.4762074,16.7658710,Poznań,Cumownicza,1,60-480
52.4759244,16.7642333,Poznań,Burtowa,11,
52.4744471,16.7663065,Poznań,Szkunerowa,4,
52.4778235,16.7658707,Poznań,Podjazdowa,67A,60-480
52.4748652,16.7680727,Poznań,Regatowa,23A,60-480
52.4763805,16.7688458,Poznań,Komandorska,3A,60-480
52.4754814,16.7649204,Poznań,Teresy Remiszewskiej,4,60-480
52.4755251,16.7767442,Poznań,Admiralska,1,
52.4753727,16.7715628,Poznań,Bosmańska,1,
52.4775219,16.7768187,Poznań,Kajakowa,1,
52.4759730,16.7720863,Poznań,Marynarska,1,
52.4749161,16.7714399,Poznań,Regatowa,1,
52.4737521,16.7737406,Poznań,Kąpielowa,1/3,
52.4761158,16.7758661,Poznań,Admiralska,10,
52.4758788,16.7708836,Poznań,Bosmańska,10,
52.4770649,16.7755506,Poznań,Kajakowa,10,
52.4747465,16.7750373,Poznań,Kąpielowa,10,
52.4765074,16.7710470,Poznań,Marynarska,10,
52.4759243,16.7754612,Poznań,Admiralska,11,
52.4772221,16.7741272,Poznań,Jachtowa,11,
52.4766534,16.7755530,Poznań,Kajakowa,11,
52.4743547,16.7742105,Poznań,Kąpielowa,11,
52.4759527,16.7765347,Poznań,Szantowa,11,
52.4759492,16.7753637,Poznań,Admiralska,11a,
52.4761912,16.7756084,Poznań,Admiralska,12,
52.4774500,16.7730535,Poznań,Jachtowa,12,
52.4769146,16.7754053,Poznań,Kajakowa,12,
52.4766020,16.7707706,Poznań,Marynarska,12,
52.4758721,16.7749846,Poznań,Admiralska,13,
52.4768516,16.7735378,Poznań,Jachtowa,13,
52.4765498,16.7753399,Poznań,Kajakowa,13,
52.4745043,16.7743330,Poznań,Kąpielowa,13,
52.4762862,16.7753252,Poznań,Admiralska,14,
52.4772749,16.7732655,Poznań,Jachtowa,14,
52.4767869,16.7752691,Poznań,Kajakowa,14,
52.4762157,16.7745659,Poznań,Admiralska,15,
52.4762493,16.7732908,Poznań,Jachtowa,15,
52.4746619,16.7744684,Poznań,Kąpielowa,15,
52.4741736,16.7762394,Poznań,Wilków Morskich,15,60-480
52.4771769,16.7728586,Poznań,Jachtowa,16,
52.4764680,16.7747685,Poznań,Kajakowa,16,
52.4762838,16.7743170,Poznań,Admiralska,17,
52.4760444,16.7731287,Poznań,Jachtowa,17,
52.4757564,16.7746083,Poznań,Kajakowa,17,
52.4747756,16.7745530,Poznań,Kąpielowa,17,
52.4756467,16.7748812,Poznań,Kajakowa,17a,
52.4765202,16.7745162,Poznań,Admiralska,18,
52.4763524,16.7740328,Poznań,Admiralska,19,
52.4759358,16.7730844,Poznań,Jachtowa,19,
52.4754532,16.7746494,Poznań,Kajakowa,19,
52.4749287,16.7747053,Poznań,Kąpielowa,19,
52.4754867,16.7749445,Poznań,Kajakowa,19a,
52.4774425,16.7765469,Poznań,Kajakowa,1a,
52.4756136,16.7716941,Poznań,Bosmańska,2,
52.4776535,16.7763668,Poznań,Kajakowa,2,
52.4746367,16.7714012,Poznań,Regatowa,2,
52.4766092,16.7742518,Poznań,Admiralska,20,
52.4767009,16.7728612,Poznań,Jachtowa,20,
52.4757656,16.7741673,Poznań,Kajakowa,20,
52.4764833,16.7737906,Poznań,Admiralska,21,
52.4757886,16.7727501,Poznań,Jachtowa,21,
52.4754015,16.7746009,Poznań,Kajakowa,21,
52.4744069,16.7707182,Poznań,Szkutnicza,21,
52.4732832,16.7735395,Poznań,Wilków Morskich,21,60-480
52.4752951,16.7747562,Poznań,Kajakowa,21a,
52.4766947,16.7739839,Poznań,Admiralska,22,
52.4765600,16.7727325,Poznań,Jachtowa,22,
52.4758510,16.7738757,Poznań,Kajakowa,22,
52.4759492,16.7772046,Poznań,Wilków Morskich,22,60-480
52.4763711,16.7733335,Poznań,Admiralska,23,
52.4755481,16.7727089,Poznań,Jachtowa,23,
52.4752008,16.7743983,Poznań,Kajakowa,23,
52.4744251,16.7709014,Poznań,Szkutnicza,23,
52.4732023,16.7733117,Poznań,Wilków Morskich,23,60-480
52.4764447,16.7724406,Poznań,Jachtowa,24,
52.4753637,16.7738230,Poznań,Kajakowa,24,
52.4757543,16.7771416,Poznań,Wilków Morskich,24,60-480
52.4754716,16.7733933,Poznań,Kajakowa,24a,
52.4754618,16.7722821,Poznań,Jachtowa,25,
52.4744290,16.7711225,Poznań,Szkutnicza,25,
52.4731550,16.7727064,Poznań,Wilków Morskich,25,60-480
52.4767987,16.7725744,Poznań,Admiralska,25,60-480
52.4769486,16.7729945,Poznań,Admiralska,26,
52.4762851,16.7725186,Poznań,Jachtowa,26,
52.4753843,16.7732764,Poznań,Kajakowa,26,
52.4752724,16.7766505,Poznań,Wilków Morskich,26,60-480
52.4769931,16.7728366,Poznań,Admiralska,26a,
52.4768859,16.7723621,Poznań,Admiralska,27,
52.4752925,16.7722170,Poznań,Jachtowa,27,
52.4749210,16.7735306,Poznań,Kajakowa,27,
52.4731635,16.7723417,Poznań,Wilków Morskich,27,60-480
52.4770880,16.7725479,Poznań,Admiralska,28,
52.4761575,16.7722048,Poznań,Jachtowa,28,
52.4750919,16.7733428,Poznań,Kajakowa,28,
52.4753602,16.7757098,Poznań,Wilków Morskich,28,60-480
52.4769809,16.7721050,Poznań,Admiralska,29,
52.4751670,16.7721236,Poznań,Jachtowa,29,
52.4735780,16.7721082,Poznań,Wilków Morskich,29,60-480
52.4756407,16.7763524,Poznań,Admiralska,3,
52.4754150,16.7712404,Poznań,Bosmańska,3,
52.4779290,16.7740633,Poznań,Jachtowa,3,
52.4760962,16.7716849,Poznań,Marynarska,3,
52.4750187,16.7711703,Poznań,Regatowa,3,
52.4771602,16.7723105,Poznań,Admiralska,30,
52.4750075,16.7731082,Poznań,Kajakowa,30,
52.4750458,16.7760805,Poznań,Wilków Morskich,30,60-480
52.4749621,16.7720589,Poznań,Jachtowa,31,
52.4775327,16.7725631,Poznań,Admiralska,32,
52.4756874,16.7720273,Poznań,Jachtowa,32,
52.4752122,16.7727146,Poznań,Kajakowa,32,
52.4746688,16.7761284,Poznań,Wilków Morskich,32/34,60-480
52.4771151,16.7715759,Poznań,Admiralska,33,
52.4748276,16.7718382,Poznań,Jachtowa,33,
52.4736201,16.7714792,Poznań,Wilków Morskich,33,60-480
52.4772390,16.7720567,Poznań,Admiralska,34,
52.4749070,16.7728394,Poznań,Kajakowa,34,
52.4775811,16.7722041,Poznań,Admiralska,34a,
52.4771715,16.7713026,Poznań,Admiralska,35,
52.4746085,16.7717367,Poznań,Jachtowa,35,
52.4745060,16.7728144,Poznań,Kajakowa,35,
52.4735993,16.7711717,Poznań,Wilków Morskich,35,60-480
52.4773060,16.7717701,Poznań,Admiralska,36,
52.4748515,16.7724977,Poznań,Kajakowa,36,
52.4745458,16.7756341,Poznań,Wilków Morskich,36,60-480
52.4771902,16.7710281,Poznań,Admiralska,37,
52.4745000,16.7716464,Poznań,Jachtowa,37,
52.4745381,16.7722434,Poznań,Kajakowa,37,
52.4734646,16.7706969,Poznań,Wilków Morskich,37,60-480
52.4778793,16.7717118,Poznań,Podjazdowa,37a,60-480
52.4773553,16.7715829,Poznań,Admiralska,38,
52.4750755,16.7716763,Poznań,Jachtowa,38,
52.4743255,16.7756744,Poznań,Wilków Morskich,38,60-480
52.4772380,16.7707157,Poznań,Admiralska,39,
52.4777425,16.7739434,Poznań,Jachtowa,3a,
52.4772863,16.7762521,Poznań,Kajakowa,3a,
52.4755775,16.7713649,Poznań,Bosmańska,4,
52.4776205,16.7759044,Poznań,Kajakowa,4,
52.4739438,16.7743406,Poznań,Kąpielowa,4,
52.4762401,16.7718340,Poznań,Marynarska,4,
52.4746252,16.7712614,Poznań,Regatowa,4,
52.4774166,16.7712692,Poznań,Admiralska,40,
52.4740948,16.7757285,Poznań,Wilków Morskich,40,60-480
52.4737400,16.7750920,Poznań,Wilków Morskich,40/42,60-480
52.4742139,16.7753700,Poznań,Wilków Morskich,40a,60-480
52.4739815,16.7752063,Poznań,Wilków Morskich,40b,60-480
52.4742913,16.7714775,Poznań,Jachtowa,41,
52.4775063,16.7710080,Poznań,Admiralska,42,
